L416	Beer	2023-02-21	21.95	17007
L417	Beer	2023-02-22	21.95	17007
L418	Beer	2023-02-23	21.95	17007
L419	Beer	2023-02-24	21.95	17007
L420	Beer	2023-02-25	21.95	17007
L421	Beer	2023-02-26	21.95	17007
L422	Beer	2023-02-27	21.95	17007
L423	Beer	2023-02-28	21.95	17007
L424	Beer	2023-03-01	21.95	17007
L425	Beer	2023-03-02	21.95	17007
L426	Beer	2023-03-03	21.95	17007
L427	Beer	2023-03-04	21.95	17007
L428	Beer	2023-03-05	21.95	17007
L429	Beer	2023-03-06	21.95	17007
L430	Beer	2023-03-07	21.95	17007
L431	Beer	2023-03-08	21.95	17007
L432	Beer	2023-03-09	21.95	17007
L433	Beer	2023-03-10	21.95	17007
L434	Beer	2023-03-11	21.95	17007
L435	Beer	2023-03-12	21.95	17007
L436	Beer	2023-03-13	21.95	17007
L437	Beer	2023-03-14	21.95	17007
L438	Beer	2023-03-15	21.95	17007
L439	Beer	2023-03-16	21.95	17007
L440	Beer	2023-03-17	21.95	17007
L441	Beer	2023-03-18	21.95	17007
L442	Beer	2023-03-19	21.95	17007
L443	Beer	2023-03-20	21.95	17007
L444	Beer	2023-03-21	21.95	17007
L445	Beer	2023-03-22	21.95	17007
L446	Beer	2023-03-23	21.95	17007
L447	Beer	2023-03-24	21.95	17007
L448	Beer	2023-03-25	21.95	17007
L449	Beer	2023-03-26	21.95	17007
L450	Beer	2023-03-27	21.95	17007
L451	Beer	2023-03-28	21.95	17007
L452	Beer	2023-03-29	21.95	17007
L453	Beer	2023-03-30	21.95	17007
L454	Beer	2023-03-31	21.95	17007
L455	Beer	2023-04-01	21.95	17007
L456	Beer	2023-04-02	21.95	17007
L457	Beer	2023-04-03	21.95	17007
L458	Beer	2023-04-04	21.95	17007
L459	Beer	2023-04-05	21.95	17007
L460	Beer	2023-04-06	21.95	17007
L461	Beer	2023-04-07	21.95	17007
L462	Beer	2023-04-08	21.95	17007
L463	Beer	2023-04-09	21.95	17007
L464	Beer	2023-04-10	21.95	17007
L465	Beer	2023-04-11	21.95	17007
L466	Beer	2023-04-12	21.95	17007
L467	Beer	2023-04-13	21.95	17007
L468	Beer	2023-04-14	21.95	17007
L469	Beer	2023-04-15	21.95	17007
L470	Beer	2023-04-16	21.95	17007
L471	Beer	2023-04-17	21.95	17007
L472	Beer	2023-04-18	21.95	17007
L473	Beer	2023-04-19	21.95	17007
L474	Beer	2023-04-20	21.95	17007
L475	Beer	2023-04-21	21.95	17007
L476	Beer	2023-04-22	21.95	17007
L477	Beer	2023-04-23	21.95	17007
L478	Beer	2023-04-24	21.95	17007
L479	Beer	2023-04-25	21.95	17007
L480	Beer	2023-04-26	21.95	17007
L481	Beer	2023-04-27	21.95	17007
L482	Beer	2023-04-28	21.95	17007
L483	Beer	2023-04-29	21.95	17007
L484	Beer	2023-04-30	21.95	17007
L485	Beer	2023-05-01	21.95	17007
L486	Beer	2023-05-02	21.95	17007
L487	Beer	2023-05-03	21.95	17007
L488	Beer	2023-05-04	21.95	17007
L489	Beer	2023-05-05	21.95	17007
L490	Beer	2023-05-06	21.95	17007
L491	Beer	2023-05-07	21.95	17007
L492	Beer	2023-05-08	21.95	17007
L493	Beer	2023-05-09	21.95	17007
L494	Beer	2023-05-10	21.95	17007
L495	Beer	2023-05-11	21.95	17007
L496	Beer	2023-05-12	21.95	17007
L497	Beer	2023-05-13	21.95	17007
L498	Beer	2023-05-14	21.95	17007
L499	Beer	2023-05-15	21.95	17007
L500	Beer	2023-05-16	21.95	17007
L501	Beer	2023-05-17	21.95	17007
L502	Beer	2023-05-18	21.95	17007
L503	Beer	2023-05-19	21.95	17007
L504	Beer	2023-05-20	21.95	17007
L505	Beer	2023-05-21	21.95	17007
L506	Beer	2023-05-22	21.95	17007
L507	Beer	2023-05-23	21.95	17007
L508	Beer	2023-05-24	21.95	17007
L509	Beer	2023-05-25	21.95	17007
L510	Beer	2023-05-26	21.95	17007
L511	Beer	2023-05-27	21.95	17007
